species	marker_code	kingdom
Sphaeria vagans	COI-5P	Animalia
Sphaeria vagans	COI-5P	Animalia
Brachycladium penicillatum	COI-5P	Animalia
Dendryphion laxum	COI-5P	Animalia
Antrodia mollis	COI-5P	Animalia
Cerrena mollis	COI-5P	Animalia
Daedalea lassbergii	COI-5P	Animalia
Daedalea mollis	COI-5P	Animalia
Daedaleopsis mollis	COI-5P	Animalia
Polyporus sommerfeltii	COI-5P	Animalia
Trametes mollis	COI-5P	Animalia
Dasyscyphus willkommii	COI-5P	Animalia
Trichoscyphella willkommii	COI-5P	Animalia
Dasyscyphus sulphureus	COI-5P	Animalia
Dasyscyphus fuscescens	COI-5P	Animalia
Brunnipila fuscescens	COI-5P	Animalia
Dasyscyphus niveus	COI-5P	Animalia
Agaricus antiquus	COI-5P	Animalia
Agaricus dubius	COI-5P	Animalia
Agaricus labyrinthiformis	COI-5P	Animalia
Agaricus quercinus	COI-5P	Animalia
Agarico-suber daedaleum	COI-5P	Animalia
Daedalea inzengae	COI-5P	Animalia
Daedalea nigricans	COI-5P	Animalia
Hexagonia minor	COI-5P	Animalia
Lenzites quercina	COI-5P	Animalia
Merulius quercinus	COI-5P	Animalia
Striglia inzengae	COI-5P	Animalia
Striglia quercina	COI-5P	Animalia
Trametes quercina	COI-5P	Animalia
Dacrymyces deliquescens	COI-5P	Animalia
Ascochyta tussilaginis	COI-5P	Animalia
Ascochyta contubernalis	COI-5P	Animalia
Dactylella minuta	COI-5P	Animalia
Dactylella rhombospora	COI-5P	Animalia
Acrothecium simplex	COI-5P	Animalia
Pleurophragmium bicolor	COI-5P	Animalia
Pleurophragmium parvisporum	COI-5P	Animalia
Pleurophragmium simplex	COI-5P	Animalia
Hemibeltrania mitrata	COI-5P	Animalia
Basidioradulum evolvens	COI-5P	Animalia
Ceraceomyces evolvens	COI-5P	Animalia
Cladoderris minima	COI-5P	Animalia
Corticium evolvens	COI-5P	Animalia
Corticium laeve	COI-5P	Animalia
Corticium poinciniae	COI-5P	Animalia
Corticium populinum	COI-5P	Animalia
Cylindrobasidium evolvens	COI-5P	Animalia
Hyphoderma arizonicum	COI-5P	Animalia
Hypochnus laevis	COI-5P	Animalia
Kneiffia laevis	COI-5P	Animalia
Peniophora gilvidula	COI-5P	Animalia
Peniophora laevis	COI-5P	Animalia
Peniophora poinciniae	COI-5P	Animalia
Stereum evolvens	COI-5P	Animalia
Stereum minimum	COI-5P	Animalia
Terana evolvens	COI-5P	Animalia
Terana laevis	COI-5P	Animalia
Terana populina	COI-5P	Animalia
Thelephora evolvens	COI-5P	Animalia
Thelephora populina	COI-5P	Animalia
Cyphella anomala	COI-5P	Animalia
Cyphella anomala	COI-5P	Animalia
Cyphellopsis confusa	COI-5P	Animalia
Henningsomyces amoenus	COI-5P	Animalia
Henningsomyces anomalus	COI-5P	Animalia
Henningsomyces exiguus	COI-5P	Animalia
Henningsomyces stipatus	COI-5P	Animalia
Henningsomyces stipitatus	COI-5P	Animalia
Lachnella anomala	COI-5P	Animalia
Merismodes anomalus	COI-5P	Animalia
Peziza anomala	COI-5P	Animalia
Peziza stipata	COI-5P	Animalia
Peziza stipitata	COI-5P	Animalia
Solenia amoena	COI-5P	Animalia
Solenia anomala	COI-5P	Animalia
Solenia anomaloides	COI-5P	Animalia
Solenia confusa	COI-5P	Animalia
Solenia connivens	COI-5P	Animalia
Solenia exigua	COI-5P	Animalia
Solenia stipitata	COI-5P	Animalia
Tapesia anomala	COI-5P	Animalia
Cyathicula tomentosa	COI-5P	Animalia
Cyathicula subhyalina	COI-5P	Animalia
Cyathicula striata	COI-5P	Animalia
Cyathicula straminea	COI-5P	Animalia
Cyathicula pallida	COI-5P	Animalia
Cyathicula marchantiae	COI-5P	Animalia
Cyathicula dolosella	COI-5P	Animalia
Cyathicula cyathoidea	COI-5P	Animalia
Cyathicula coronata	COI-5P	Animalia
Cyathicula cacaliae	COI-5P	Animalia
Rhodosporidium infirmo-miniatum	COI-5P	Animalia
Cystopus cubicus	COI-5P	Animalia
Cystopus spinulosus	COI-5P	Animalia
Cytospora leucomyxa	COI-5P	Animalia
Cytospora dasycarpi	COI-5P	Animalia
Cytosporella aceris-dasycarpi	COI-5P	Animalia
Cytospora leucostoma	COI-5P	Animalia
Cytophoma pruinosa	COI-5P	Animalia
Gloeosporium concentricum	COI-5P	Animalia
Botrytis tenera	COI-5P	Animalia
Fusarium tremelloides	COI-5P	Animalia
Candelospora ilicicola	COI-5P	Animalia
Cylindrocladium parvum	COI-5P	Animalia
Cylindrocladium novae-zelandiae	COI-5P	Animalia
Cylindrocladiella mangiferae	COI-5P	Animalia
Cylindrocladiella peruviana	COI-5P	Animalia
Cylindrocladium peruvianum	COI-5P	Animalia
Cylindrocarpon curvatum	COI-5P	Animalia
Cylindrocarpon tonkinense	COI-5P	Animalia
Euricoa dominguesii	COI-5P	Animalia
Mastigosporium heterosporum	COI-5P	Animalia
Moeszia pernambucensis	COI-5P	Animalia
Cylindrocarpon mali	COI-5P	Animalia
Cylindrocarpon mali	COI-5P	Animalia
Sporotrichum amenti	COI-5P	Animalia
Ramularia eudidyma	COI-5P	Animalia
Coleomyces rufus	COI-5P	Animalia
Cylindrocarpon radicicola	COI-5P	Animalia
Cylindrocarpon radicicola	COI-5P	Animalia
Moeszia cylindroides	COI-5P	Animalia
Orcheomyces hircini	COI-5P	Animalia
Ramularia robusta	COI-5P	Animalia
Cylindrocarpon candidum	COI-5P	Animalia
Cylindrocarpon candidum	COI-5P	Animalia
Cylindrocarpon candidum	COI-5P	Animalia
Fusidium candidum	COI-5P	Animalia
Cylindrocarpon album	COI-5P	Animalia
Nectria punicea	COI-5P	Animalia
Fusidium clandestinum	COI-5P	Animalia
Fusisporium aureum	COI-5P	Animalia
Fusidium aeruginosum	COI-5P	Animalia
Fusidium flavovirens	COI-5P	Animalia
Cucurbitaria rugosa	COI-5P	Animalia
Sphaeria laburni	COI-5P	Animalia
Sphaeria elongata	COI-5P	Animalia
Sphaeria berberidis	COI-5P	Animalia
Sphaeria limminghii	COI-5P	Animalia
Valsa limminghii	COI-5P	Animalia
Valsa hypodermia	COI-5P	Animalia
Diaporthe hystrix	COI-5P	Animalia
Valsa hystrix	COI-5P	Animalia
Rhytisma rubiae	COI-5P	Animalia
Badhamia obovata	COI-5P	Animalia
Peziza minuta	COI-5P	Animalia
Craterium brunneum	COI-5P	Animalia
Physarum scyphoides	COI-5P	Animalia
Craterium cylindricum	COI-5P	Animalia
Stemonitis leucocephala	COI-5P	Animalia
Trichia aurea	COI-5P	Animalia
Crucibulum vulgare	COI-5P	Animalia
Crucibulum laeve	COI-5P	Animalia
Creopus gelatinosus	COI-5P	Animalia
Crumenula sororia	COI-5P	Animalia
Crumenula pinicola	COI-5P	Animalia
Phlebiella candidissima	COI-5P	Animalia
Polyporus candidissimus	COI-5P	Animalia
Poria candidissima	COI-5P	Animalia
Trechispora candidissima	COI-5P	Animalia
Cryptosphaeria populina	COI-5P	Animalia
Sphaeria corticis	COI-5P	Animalia
Aecidium paeoniae	COI-5P	Animalia
Cronartium paeoniae	COI-5P	Animalia
Stemonitis rufa	COI-5P	Animalia
Cribraria montana	COI-5P	Animalia
Heterodictyon mirabile	COI-5P	Animalia
Dictydium microcarpum	COI-5P	Animalia
Cribraria pachydictyon	COI-5P	Animalia
Cribraria dictydioides	COI-5P	Animalia
Cribraria intricata	COI-5P	Animalia
Dictydium cancellatum	COI-5P	Animalia
Dictydium cancellatum	COI-5P	Animalia
Stemonitis argillacea	COI-5P	Animalia
Crepidotus lundellii	COI-5P	Animalia
Crepidotus applanatus	COI-5P	Animalia
Corticium helveticum	COI-5P	Animalia
Grandinia helvetica	COI-5P	Animalia
Grandinia terrestris	COI-5P	Animalia
Hydnum helveticum	COI-5P	Animalia
Odontia terrestris	COI-5P	Animalia
Stereum helveticum	COI-5P	Animalia
Radulum gallicum	COI-5P	Animalia
Gloeosporium perennans	COI-5P	Animalia
Cryptosporiopsis malicorticis	COI-5P	Animalia
Gloeosporium malicorticis	COI-5P	Animalia
Myxosporium corticola	COI-5P	Animalia
Cryptococcus laurentii	COI-5P	Animalia
Chromotorula luteola	COI-5P	Animalia
Rhodotorula luteola	COI-5P	Animalia
Torula luteola	COI-5P	Animalia
Torulopsis luteola	COI-5P	Animalia
Chromotorula aurea	COI-5P	Animalia
Cryptococcus aureus	COI-5P	Animalia
Cryptococcus carnescens	COI-5P	Animalia
Cryptococcus flavescens	COI-5P	Animalia
Cryptococcus peneaus	COI-5P	Animalia
Rhodotorula aurea	COI-5P	Animalia
Rhodotorula flavescens	COI-5P	Animalia
Rhodotorula nitens	COI-5P	Animalia
Rhodotorula peneaus	COI-5P	Animalia
Torula aurea	COI-5P	Animalia
Torula flavescens	COI-5P	Animalia
Torulopsis carnescens	COI-5P	Animalia
Torulopsis flavescens	COI-5P	Animalia
Apiotrichum humicola	COI-5P	Animalia
Azymoprocandida humicola	COI-5P	Animalia
Candida humicola	COI-5P	Animalia
Candida suaveolens	COI-5P	Animalia
Cladosporium suaveolens	COI-5P	Animalia
Geotrichum suaveolens	COI-5P	Animalia
Moniliella suaveolens	COI-5P	Animalia
Mycotorula humicola	COI-5P	Animalia
Sachsia suaveolens	COI-5P	Animalia
Sporobolomyces albidus	COI-5P	Animalia
Torula humicola	COI-5P	Animalia
Vanrijia humicola	COI-5P	Animalia
Cryptococcus albidus	COI-5P	Animalia
Cryptococcus diffluens	COI-5P	Animalia
Rhodotorula gelatinosa	COI-5P	Animalia
Torula gelatinosa	COI-5P	Animalia
Torulopsis albida	COI-5P	Animalia
Apiotrichum curvatum	COI-5P	Animalia
Azymocandida curvata	COI-5P	Animalia
Candida curvata	COI-5P	Animalia
Vanrijia curvata	COI-5P	Animalia
Cryptococcus genitalis	COI-5P	Animalia
Cryptococcus mucorugosus	COI-5P	Animalia
Cryptococcus neoformans	COI-5P	Animalia
Cryptococcus rotundatus	COI-5P	Animalia
Rhodotorula albida	COI-5P	Animalia
Rhodotorula alpina	COI-5P	Animalia
Torula alpina	COI-5P	Animalia
Torulopsis acris	COI-5P	Animalia
Torulopsis albida	COI-5P	Animalia
Torulopsis mucorugosa	COI-5P	Animalia
Torulopsis nadaensis	COI-5P	Animalia
Torulopsis neoformans	COI-5P	Animalia
Torulopsis ptarmiganii	COI-5P	Animalia
Torulopsis rotundata	COI-5P	Animalia
Gloeosporium phacidiellum	COI-5P	Animalia
Myrioconium depraedans	COI-5P	Animalia
Coprolepa merdaria	COI-5P	Animalia
Dothidea robertiani	COI-5P	Animalia
Hormotheca robertiani	COI-5P	Animalia
Stigmatea robertiani	COI-5P	Animalia
Collybia ocior	COI-5P	Animalia
Collybia maculata	COI-5P	Animalia
Collybia maculata	COI-5P	Animalia
Collybia konradiana	COI-5P	Animalia
Collybia hariolorum	COI-5P	Animalia
Collybia fusipes	COI-5P	Animalia
Collybia erythropus	COI-5P	Animalia
Collybia acervata	COI-5P	Animalia
Marasmius erythropus	COI-5P	Animalia
Collybia confluens	COI-5P	Animalia
Marasmius confluens	COI-5P	Animalia
Collybia butyracea	COI-5P	Animalia
Collybia butyracea	COI-5P	Animalia
Collybia butyracea	COI-5P	Animalia
Collybia aquosa	COI-5P	Animalia
Collybia succinea	COI-5P	Animalia
Clithris quercina	COI-5P	Animalia
Clithris crispa	COI-5P	Animalia
Phacidium rubi	COI-5P	Animalia
Phacidium pini	COI-5P	Animalia
Phacidium dentatum	COI-5P	Animalia
Phacidium coronatum	COI-5P	Animalia
Cantharellus fimbriatus	COI-5P	Animalia
Craterella undulata	COI-5P	Animalia
Hymenochaete undulata	COI-5P	Animalia
Phylacteria carbonaria	COI-5P	Animalia
Podoscypha undulata	COI-5P	Animalia
Stereum exiguum	COI-5P	Animalia
Stereum tenerrimum	COI-5P	Animalia
Stereum undulatum	COI-5P	Animalia
Thelephora carbonaria	COI-5P	Animalia
Thelephora exigua	COI-5P	Animalia
Thelephora undulata	COI-5P	Animalia
Auricularia pannosa	COI-5P	Animalia
Bresadolina pallida	COI-5P	Animalia
Cotylidia pannosa	COI-5P	Animalia
Craterellus pallidus	COI-5P	Animalia
Craterella pallida	COI-5P	Animalia
Helvella pannosa	COI-5P	Animalia
Hyphoderma pannosum	COI-5P	Animalia
Podoscypha pallida	COI-5P	Animalia
Podoscypha sowerbyi	COI-5P	Animalia
Stereum diaphanum	COI-5P	Animalia
Stereum pallidum	COI-5P	Animalia
Stereum pannosum	COI-5P	Animalia
Stereum sowerbyi	COI-5P	Animalia
Thelephora pallida	COI-5P	Animalia
Thelephora pannosa	COI-5P	Animalia
Thelephora sowerbyi	COI-5P	Animalia
Skepperia carpatica	COI-5P	Animalia
Ophiobolus sativus	COI-5P	Animalia
Nectria vilior	COI-5P	Animalia
Nectria viridescens	COI-5P	Animalia
Nectria leptosphaeriae	COI-5P	Animalia
Cosmospora episphaeria	COI-5P	Animalia
Nectria consors	COI-5P	Animalia
Nectria ignia	COI-5P	Animalia
Nectria cosmariospora	COI-5P	Animalia
Kickxella alabastrina	COI-5P	Animalia
Corticium alboglaucum	COI-5P	Animalia
Xenasma alboglaucum	COI-5P	Animalia
Peritrichospora integra	COI-5P	Animalia
Cortinarius pseudosulphureus	COI-5P	Animalia
Phlegmacium sulphureum	COI-5P	Animalia
Phlegmacium glaucopus	COI-5P	Animalia
Cortinarius erythrinus	COI-5P	Animalia
Cortinarius cohabitans	COI-5P	Animalia
Cortinarius brunneus	COI-5P	Animalia
Corticium subseriale	COI-5P	Animalia
Corticium spurium	COI-5P	Animalia
Laeticorticium quercinum	COI-5P	Animalia
Corticium alboochraceum	COI-5P	Animalia
Coprinus xenobius	COI-5P	Animalia
Coprinus xanthothrix	COI-5P	Animalia
Coprinus vermiculifer	COI-5P	Animalia
Coprinus urticicola	COI-5P	Animalia
Coprinus urticicola	COI-5P	Animalia
Coprinus phaeosporus	COI-5P	Animalia
Coprinus tuberosus	COI-5P	Animalia
Coprinus truncorum	COI-5P	Animalia
Coprinus trisporus	COI-5P	Animalia
Coprinus subimpatiens	COI-5P	Animalia
Coprinus subdisseminatus	COI-5P	Animalia
Coprinus strossmayeri	COI-5P	Animalia
Coprinus stercoreus	COI-5P	Animalia
Coprinus stellatus	COI-5P	Animalia
Coprinus singularis	COI-5P	Animalia
Coprinus semitalis	COI-5P	Animalia
Coprinus scobicola	COI-5P	Animalia
Coprinus sclerotiorum	COI-5P	Animalia
Coprinus sclerocystidiosus	COI-5P	Animalia
Coprinus saccharomyces	COI-5P	Animalia
Coprinus radicans	COI-5P	Animalia
Coprinus radiatus	COI-5P	Animalia
Coprinus fimetarius	COI-5P	Animalia
Coprinus radians	COI-5P	Animalia
Coprinus pseudoradiatus	COI-5P	Animalia
Coprinus pseudoniveus	COI-5P	Animalia
Coprinus pseudofriesii	COI-5P	Animalia
Coprinus pseudocortinatus	COI-5P	Animalia
Coprinus poliomallus	COI-5P	Animalia
Coprinus plicatilis	COI-5P	Animalia
Coprinus plagioporus	COI-5P	Animalia
Coprinus picaceus	COI-5P	Animalia
Coprinus pellucidus	COI-5P	Animalia
Coprinus patouillardii	COI-5P	Animalia
Coprinus pallidissimus	COI-5P	Animalia
Coprinus ochraceolanatus	COI-5P	Animalia
Coprinus niveus	COI-5P	Animalia
Coprinus miser	COI-5P	Animalia
Coprinus micaceus	COI-5P	Animalia
Coprinus megaspermus	COI-5P	Animalia
Coprinus marculentus	COI-5P	Animalia
Coprinus lilatinctus	COI-5P	Animalia
Coprinus leicocephalus	COI-5P	Animalia
Coprinus lagopus	COI-5P	Animalia
Coprinus lagopides	COI-5P	Animalia
Coprinus kuehneri	COI-5P	Animalia
Coprinus krieglsteineri	COI-5P	Animalia
Coprinus iocularis	COI-5P	Animalia
Coprinus idae	COI-5P	Animalia
Coprinus hiascens	COI-5P	Animalia
Coprinus heterothrix	COI-5P	Animalia
Coprinus heterosetulosus	COI-5P	Animalia
Coprinus hercules	COI-5P	Animalia
Coprinus heptemerus	COI-5P	Animalia
Coprinus goudensis	COI-5P	Animalia
Coprinus geesterani	COI-5P	Animalia
Coprinus galericuliformis	COI-5P	Animalia
Coprinus friesii	COI-5P	Animalia
Coprinus foetidellus	COI-5P	Animalia
Coprinus flocculosus	COI-5P	Animalia
Coprinus filamentifer	COI-5P	Animalia
Coprinus epichloes	COI-5P	Animalia
Coprinus ephemerus	COI-5P	Animalia
Coprinus domesticus	COI-5P	Animalia
Coprinus disseminatus	COI-5P	Animalia
Psathyrella disseminata	COI-5P	Animalia
Coprinus curtus	COI-5P	Animalia
Coprinus curtus	COI-5P	Animalia
Coprinus cothurnatus	COI-5P	Animalia
Coprinus cortinatus	COI-5P	Animalia
Coprinus cordisporus	COI-5P	Animalia
Coprinus coniophorus	COI-5P	Animalia
Coprinus congregatus	COI-5P	Animalia
Coprinus cinereus	COI-5P	Animalia
Coprinus delicatulus	COI-5P	Animalia
Coprinus fimetarius	COI-5P	Animalia
Coprinus macrorhizus	COI-5P	Animalia
Coprinus cinereofloccosus	COI-5P	Animalia
Coprinus cardiasporus	COI-5P	Animalia
Coprinus candidatus	COI-5P	Animalia
Coprinus calosporus	COI-5P	Animalia
Coprinus callinus	COI-5P	Animalia
Coprinus bisporus	COI-5P	Animalia
Coprinus bicornis	COI-5P	Animalia
Coprinus bellulus	COI-5P	Animalia
Coprinus auricomus	COI-5P	Animalia
Coprinus atramentarius	COI-5P	Animalia
Coprinus amphithallus	COI-5P	Animalia
Coprinus ammophilae	COI-5P	Animalia
Coniophora atrocinerea	COI-5P	Animalia
Coniophora brunneola	COI-5P	Animalia
Coniophora ellisii	COI-5P	Animalia
Coniophora fulvoolivacea	COI-5P	Animalia
Coniophora furva	COI-5P	Animalia
Coniophora leucothrix	COI-5P	Animalia
Coniophora olivacea	COI-5P	Animalia
Coniophora sistotremoides	COI-5P	Animalia
Coniophora umbrina	COI-5P	Animalia
Coniophorella olivacea	COI-5P	Animalia
Coniophorella olivacea	COI-5P	Animalia
Coniophorella umbrina	COI-5P	Animalia
Corticium brunneolum	COI-5P	Animalia
Corticium ellisii	COI-5P	Animalia
Corticium leucothrix	COI-5P	Animalia
Corticium leucotrichum	COI-5P	Animalia
Corticium olivaceum	COI-5P	Animalia
Corticium umbrinum	COI-5P	Animalia
Hymenochaete ellisii	COI-5P	Animalia
Hypochnus olivaceus	COI-5P	Animalia
Hypochnus umbrinus	COI-5P	Animalia
Odontia sistotremoides	COI-5P	Animalia
Prillieuxia umbrina	COI-5P	Animalia
Pseudotomentella umbrina	COI-5P	Animalia
Rhinotrichum corticioides	COI-5P	Animalia
Thelephora olivacea	COI-5P	Animalia
Thelephora sistotremoides	COI-5P	Animalia
Thelephora umbrina	COI-5P	Animalia
Thelephora umbrina	COI-5P	Animalia
Tomentella umbrina	COI-5P	Animalia
Tomentellastrum umbrinum	COI-5P	Animalia
Coniophora arida	COI-5P	Animalia
Coniophora arida	COI-5P	Animalia
Coniophora berkeleyi	COI-5P	Animalia
Coniophora betulae	COI-5P	Animalia
Coniophora macra	COI-5P	Animalia
Coniophora subdealbata	COI-5P	Animalia
Coniophora suffocata	COI-5P	Animalia
Corticium subdealbatum	COI-5P	Animalia
Corticium suffocatum	COI-5P	Animalia
Hypochnus flavobrunneus	COI-5P	Animalia
Peniophora subdealbata	COI-5P	Animalia
Terana suffocata	COI-5P	Animalia
Thelephora arida	COI-5P	Animalia
Thelephora betulae	COI-5P	Animalia
Thielavia savoryi	COI-5P	Animalia
Rosellinia velutina	COI-5P	Animalia
Rosellinia ligniaria	COI-5P	Animalia
Hypocopra discospora	COI-5P	Animalia
Coleosporium senecionum	COI-5P	Animalia
Cordyceps canadensis	COI-5P	Animalia
Cordyceps capitata	COI-5P	Animalia
Thielavia lutescens	COI-5P	Animalia
Thielavia sepedonium	COI-5P	Animalia
Thielavia sepedonium	COI-5P	Animalia
Conocybe vexans	COI-5P	Animalia
Conocybe utriformis	COI-5P	Animalia
Galera tenera	COI-5P	Animalia
Conocybe striaepes	COI-5P	Animalia
Conocybe rickeniana	COI-5P	Animalia
Galera spicula	COI-5P	Animalia
Conocybe sordida	COI-5P	Animalia
Conocybe siennophylla	COI-5P	Animalia
Conocybe ochracea	COI-5P	Animalia
Conocybe siliginea	COI-5P	Animalia
Conocybe rickenii	COI-5P	Animalia
Conocybe pygmaeoaffinis	COI-5P	Animalia
Galera pilosella	COI-5P	Animalia
Galera pubescens	COI-5P	Animalia
Conocybe pseudopilosella	COI-5P	Animalia
Conocybe piloselloides	COI-5P	Animalia
Conocybe mairei	COI-5P	Animalia
Conocybe magnicapitata	COI-5P	Animalia
Conocybe abruptibulbosa	COI-5P	Animalia
Conocybe lactea	COI-5P	Animalia
Conocybe kuehneriana	COI-5P	Animalia
Conocybe filaris	COI-5P	Animalia
Conocybe excedens	COI-5P	Animalia
Conocybe dentatomarginata	COI-5P	Animalia
Conocybe crispa	COI-5P	Animalia
Conocybe brunneola	COI-5P	Animalia
Conocybe brunnea	COI-5P	Animalia
Conocybe arrhenii	COI-5P	Animalia
Conocybe appendiculata	COI-5P	Animalia
Conocybe aporos	COI-5P	Animalia
Entomophthora virulenta	COI-5P	Animalia
Conidiobolus villosus	COI-5P	Animalia
Delacroixia coronata	COI-5P	Animalia
Entomophthora coronata	COI-5P	Animalia
Costantinella tillettei	COI-5P	Animalia
Cercospora melonis	COI-5P	Animalia
Cercospora vignicola	COI-5P	Animalia
Corynespora mazei	COI-5P	Animalia
Corynespora melonis	COI-5P	Animalia
Helminthosporium cassiicola	COI-5P	Animalia
Helminthosporium papayae	COI-5P	Animalia
Helminthosporium vignae	COI-5P	Animalia
Helminthosporium vignicola	COI-5P	Animalia
Tubercularia albida	COI-5P	Animalia
Coremium vulgare	COI-5P	Animalia
Penicillium candidum	COI-5P	Animalia
Briosia cubispora	COI-5P	Animalia
Coremiella ulmariae	COI-5P	Animalia
Coprotus sexdecemsporus	COI-5P	Animalia
Coniothyrium fuckelii	COI-5P	Animalia
Coniothyrium pyricola	COI-5P	Animalia
Coniothyrium tirolense	COI-5P	Animalia
Coniothyrium opuntiae	COI-5P	Animalia
Microsphaeropsis olivacea	COI-5P	Animalia
Naemosphaera rostellata	COI-5P	Animalia
Schizoderma betulinum	COI-5P	Animalia
Torula rhizophila	COI-5P	Animalia
Cylicogone regenerans	COI-5P	Animalia
Coniothyrium fragariae	COI-5P	Animalia
Cyclodomella nigra	COI-5P	Animalia
Coniothyrium diplodiella	COI-5P	Animalia
Colletotrichum dematium	COI-5P	Animalia
Colletotrichum lagenarium	COI-5P	Animalia
Colletotrichum oligochaetum	COI-5P	Animalia
Colletotrichum linicola	COI-5P	Animalia
Colletotrichum anthurii	COI-5P	Animalia
Colletotrichum chardonianum	COI-5P	Animalia
Colletotrichum derridis	COI-5P	Animalia
Colletotrichum fructigenum	COI-5P	Animalia
Colletotrichum tabaci	COI-5P	Animalia
Gloeosporium affine	COI-5P	Animalia
Gloeosporium alborubrum	COI-5P	Animalia
Gloeosporium begoniae	COI-5P	Animalia
Gloeosporium epicarpi	COI-5P	Animalia
Gloeosporium fructigenum	COI-5P	Animalia
Gloeosporium fructigenum	COI-5P	Animalia
Gloeosporium fructigenum	COI-5P	Animalia
Gloeosporium fructigenum	COI-5P	Animalia
Gloeosporium kaki	COI-5P	Animalia
Gloeosporium limetticola	COI-5P	Animalia
Gloeosporium mangiferae	COI-5P	Animalia
Gloeosporium olivarum	COI-5P	Animalia
Colletotrichum spinaciae	COI-5P	Animalia
Gloeosporium speiranthis	COI-5P	Animalia
Sphaeria dematium	COI-5P	Animalia
Vermicularia cacti	COI-5P	Animalia
Vermicularia dematium	COI-5P	Animalia
Vermicularia eryngii	COI-5P	Animalia
Vermicularia peckii	COI-5P	Animalia
Vermicularia spaethiana	COI-5P	Animalia
Vermiculariella eryngii	COI-5P	Animalia
Colletotrichum atramentarium	COI-5P	Animalia
Colletotrichum biologicum	COI-5P	Animalia
Colletotrichum solanicola	COI-5P	Animalia
Colletotrichum tabaficum	COI-5P	Animalia
Vermicularia varians	COI-5P	Animalia
Colletotrichum dematium	COI-5P	Animalia
Macrophoma cylindrospora	COI-5P	Animalia
Clitocybe subalutacea	COI-5P	Animalia
Clitocybe viridis	COI-5P	Animalia
Clitocybe infundibuliformis	COI-5P	Animalia
Saccharomyces carmosousae	COI-5P	Animalia
Corynella atrovirens	COI-5P	Animalia
Clavaria truncata	COI-5P	Animalia
Clavariadelphus borealis	COI-5P	Animalia
Clavariadelphus lovejoyae	COI-5P	Animalia
Clavariadelphus truncatus	COI-5P	Animalia
Craterellus pistillaris	COI-5P	Animalia
Trombetta pistillaris	COI-5P	Animalia
Paxillus prunulus	COI-5P	Animalia
Pleurotus passeckerianus	COI-5P	Animalia
Clitopilus pleurotelloides	COI-5P	Animalia
Octojuga pleurotelloides	COI-5P	Animalia
Octojuga pseudopinsita	COI-5P	Animalia
Pleurotus pleurotelloides	COI-5P	Animalia
Entosordaria perfidiosa	COI-5P	Animalia
Sphaeria clypeata	COI-5P	Animalia
Clavaria cristata	COI-5P	Animalia
Clavulina coralloides	COI-5P	Animalia
Ramaria cristata	COI-5P	Animalia
Clavaria cinerea	COI-5P	Animalia
Ramaria cinerea	COI-5P	Animalia
Clavulinopsis tenuiramosa	COI-5P	Animalia
Clavaria asterospora	COI-5P	Animalia
Clavaria testaceoflava	COI-5P	Animalia
Clavaria flavipes	COI-5P	Animalia
Clavaria argillosa	COI-5P	Animalia
Clavaria ericetorum	COI-5P	Animalia
Clavaria gracillima	COI-5P	Animalia
Clavaria pallescens	COI-5P	Animalia
Clavulinopsis gracillima	COI-5P	Animalia
Physoderma maculare	COI-5P	Animalia
Clethridium corticola	COI-5P	Animalia
Griphosphaeria corticola	COI-5P	Animalia
Dendrodochium aurantiacum	COI-5P	Animalia
Spicaria solani	COI-5P	Animalia
Clonostachys araucaria	COI-5P	Animalia
Gliocladium verticilloides	COI-5P	Animalia
Penicillium roseum	COI-5P	Animalia
Verticillium foexii	COI-5P	Animalia
Verticillium intertextum	COI-5P	Animalia
Verticillium pulverulentum	COI-5P	Animalia
Clonostachys cylindrospora	COI-5P	Animalia
Verticillium compactiusculum	COI-5P	Animalia
Fusidium buxi	COI-5P	Animalia
Paecilomyces buxi	COI-5P	Animalia
Sesquicillium buxi	COI-5P	Animalia
Clathrosphaera spirifera	COI-5P	Animalia
Sporidesmium opacum	COI-5P	Animalia
Heterosporium variabile	COI-5P	Animalia
Hormodendrum langeronii	COI-5P	Animalia
Cladosporium tabaci	COI-5P	Animalia
Cladosporium entoxylinum	COI-5P	Animalia
Scolicotrichum melophthorum	COI-5P	Animalia
Monilia humicola	COI-5P	Animalia
Penicillium cladosporioides	COI-5P	Animalia
Heterosporium allii	COI-5P	Animalia
Heterosporium allii-porri	COI-5P	Animalia
Taeniolella boppii	COI-5P	Animalia
Monosporium agaricinum	COI-5P	Animalia
Sporotrichum agaricinum	COI-5P	Animalia
Verticillium agaricinum	COI-5P	Animalia
Cladobotryum variospermum	COI-5P	Animalia
Didymocladium ternatum	COI-5P	Animalia
Diplocladium minus	COI-5P	Animalia
Pseudohansfordia stereicola	COI-5P	Animalia
Sympodiophora stereicola	COI-5P	Animalia
Cladobotryum leptosporum	COI-5P	Animalia
Eurasina bondarzewiae	COI-5P	Animalia
Helminthophora sphaerocephala	COI-5P	Animalia
Blastotrichum puccinioides	COI-5P	Animalia
Cylindrophora apiculata	COI-5P	Animalia
Rutstroemia americana	COI-5P	Animalia
Hansenula matritensis	COI-5P	Animalia
Circinella aspera	COI-5P	Animalia
Circinella conica	COI-5P	Animalia
Circinella spinosa	COI-5P	Animalia
Circinella sydowii	COI-5P	Animalia
Cistella teucrii	COI-5P	Animalia
Cistella stereicola	COI-5P	Animalia
