sampleid	species	real_species	ident_rank	voucher_type	seqlength	ambiguities	museum_id	institut	identifier	country	BIN
BIOUG53534-H05	Lycoriella sativae	Lycoriella (Lycoriella) sativae	species	Vouchered:Registered Collection	653	0	BIOUG53534-H05	Centre for Biodiversity Genomics	Valerie Levesque-Beaudin	Australia	BOLD:ABA1215
BIOUG53794-A01	Bedellia somnulentella	Bedellia somnulentella	species	Vouchered:Registered Collection	653	0	BIOUG53794-A01	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAI4692
BIOUG53794-A12	Crocidosema plebejana	Crocidosema plebejana	species	Vouchered:Registered Collection	639	0	BIOUG53794-A12	Centre for Biodiversity Genomics	Renee Miskie	Australia	BOLD:AAA7083
BIOUG53794-C07	Lycoriella sativae	Lycoriella (Lycoriella) sativae	species	Vouchered:Registered Collection	653	0	BIOUG53794-C07	Centre for Biodiversity Genomics	Valerie Levesque-Beaudin	Australia	BOLD:ABA1215
BIOUG53794-C09	Lycoriella sativae	Lycoriella (Lycoriella) sativae	species	Vouchered:Registered Collection	654	0	BIOUG53794-C09	Centre for Biodiversity Genomics	Valerie Levesque-Beaudin	Australia	BOLD:ABA1215
BIOUG53794-E01	Lycoriella sativae	Lycoriella (Lycoriella) sativae	species	Vouchered:Registered Collection	655	0	BIOUG53794-E01	Centre for Biodiversity Genomics	Valerie Levesque-Beaudin	Australia	BOLD:ABA1215
BIOUG53794-F02	Lycoriella sativae	Lycoriella (Lycoriella) sativae	species	Vouchered:Registered Collection	655	0	BIOUG53794-F02	Centre for Biodiversity Genomics	Valerie Levesque-Beaudin	Australia	BOLD:ABA1215
BIOUG53794-G09	Lycoriella sativae	Lycoriella (Lycoriella) sativae	species	Vouchered:Registered Collection	659	0	BIOUG53794-G09	Centre for Biodiversity Genomics	Valerie Levesque-Beaudin	Australia	BOLD:ABA1215
BIOUG53795-A04	Lycoriella sativae	Lycoriella (Lycoriella) sativae	species	Vouchered:Registered Collection	653	0	BIOUG53795-A04	Centre for Biodiversity Genomics	Valerie Levesque-Beaudin	Australia	BOLD:ABA1215
BIOUG53795-A12	Lycoriella sativae	Lycoriella (Lycoriella) sativae	species	Vouchered:Registered Collection	654	0	BIOUG53795-A12	Centre for Biodiversity Genomics	Valerie Levesque-Beaudin	Australia	BOLD:ABA1215
BIOUG53796-D10	Diglyphus isaea	Diglyphus isaea	species	Vouchered:Registered Collection	646	0	BIOUG53796-D10	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:ADN7504
BIOUG53796-F07	Alloxysta consobrina	Alloxysta consobrina	species	Vouchered:Registered Collection	652	0	BIOUG53796-F07	Centre for Biodiversity Genomics	Mar Ferrer suay	Australia	BOLD:AAP6705
BIOUG53797-E05	Cratyna keilini	Cratyna (Spathobdella) keilini	species	Vouchered:Registered Collection	654	0	BIOUG53797-E05	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:ACD6073
BIOUG53798-G02	Diaeretiella rapae	Diaeretiella rapae	species	Vouchered:Registered Collection	653	0	BIOUG53798-G02	Centre for Biodiversity Genomics	Gergin A. Blagoev	Australia	BOLD:AAG1421
BIOUG53799-E02	Diaeretiella rapae	Diaeretiella rapae	species	Vouchered:Registered Collection	653	0	BIOUG53799-E02	Centre for Biodiversity Genomics	Gergin A. Blagoev	Australia	BOLD:AAG1421
BIOUG53799-E09	Diaeretiella rapae	Diaeretiella rapae	species	Vouchered:Registered Collection	654	0	BIOUG53799-E09	Centre for Biodiversity Genomics	Gergin A. Blagoev	Australia	BOLD:AAG1421
BIOUG53799-E12	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	655	0	BIOUG53799-E12	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53799-F01	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	652	0	BIOUG53799-F01	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53799-F02	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	653	0	BIOUG53799-F02	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53799-F04	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	654	0	BIOUG53799-F04	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53799-F08	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	655	0	BIOUG53799-F08	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53799-G06	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	652	0	BIOUG53799-G06	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53799-G09	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	654	0	BIOUG53799-G09	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53799-G10	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	655	0	BIOUG53799-G10	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53799-G11	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	655	0	BIOUG53799-G11	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53799-H02	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	652	0	BIOUG53799-H02	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53799-H06	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	654	0	BIOUG53799-H06	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53799-H11	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	653	0	BIOUG53799-H11	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53800-A02	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	651	0	BIOUG53800-A02	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53800-A03	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	541	0	BIOUG53800-A03	Centre for Biodiversity Genomics	Renee Miskie	Australia	BOLD:AAY6566
BIOUG53800-A09	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	653	0	BIOUG53800-A09	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53800-A11	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	653	0	BIOUG53800-A11	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53800-A12	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	651	0	BIOUG53800-A12	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53800-B04	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	651	0	BIOUG53800-B04	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53800-B07	Cortinicara gibbosa	Cortinicara gibbosa	species	Vouchered:Registered Collection	651	0	BIOUG53800-B07	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6566
BIOUG53800-D03	Acizzia acaciaebaileyanae	Acizzia acaciaebaileyanae	species	Vouchered:Registered Collection	652	0	BIOUG53800-D03	Centre for Biodiversity Genomics	Valerie Levesque-Beaudin	Australia	BOLD:ABA5802
BIOUG53800-D06	Ribautiana ulmi	Ribautiana ulmi	species	Vouchered:Registered Collection	655	0	BIOUG53800-D06	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:ABZ9658
BIOUG53800-F04	Acyrthosiphon pisum	Acyrthosiphon pisum	species	Vouchered:Registered Collection	652	0	BIOUG53800-F04	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAB1787
BIOUG53800-G01	Therioaphis trifolii	Therioaphis trifolii	species	Vouchered:Registered Collection	653	0	BIOUG53800-G01	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAA3759
BIOUG53800-H04	Acyrthosiphon pisum	Acyrthosiphon pisum	species	Vouchered:Registered Collection	651	0	BIOUG53800-H04	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAB1787
BIOUG53800-H10	Macrosteles laevis	Macrosteles laevis	species	Vouchered:Registered Collection	640	0	BIOUG53800-H10	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAZ3327
BIOUG53800-H11	Acizzia acaciaebaileyanae	Acizzia acaciaebaileyanae	species	Vouchered:Registered Collection	658	0	BIOUG53800-H11	Centre for Biodiversity Genomics	Valerie Levesque-Beaudin	Australia	BOLD:ABA5802
BIOUG53901-A07	Therioaphis trifolii	Therioaphis trifolii	species	Vouchered:Registered Collection	655	0	BIOUG53901-A07	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAA3759
BIOUG53901-A11	Acyrthosiphon pisum	Acyrthosiphon pisum	species	Vouchered:Registered Collection	653	0	BIOUG53901-A11	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAB1787
BIOUG53901-B03	Therioaphis trifolii	Therioaphis trifolii	species	Vouchered:Registered Collection	657	0	BIOUG53901-B03	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAA3759
BIOUG53901-B08	Ribautiana ulmi	Ribautiana ulmi	species	Vouchered:Registered Collection	653	0	BIOUG53901-B08	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:ABZ9658
BIOUG53901-B09	Therioaphis trifolii	Therioaphis trifolii	species	Vouchered:Registered Collection	640	0	BIOUG53901-B09	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAA3759
BIOUG53901-B11	Macrosteles laevis	Macrosteles laevis	species	Vouchered:Registered Collection	654	0	BIOUG53901-B11	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAZ3327
BIOUG53901-C03	Therioaphis trifolii	Therioaphis trifolii	species	Vouchered:Registered Collection	655	0	BIOUG53901-C03	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAA3759
BIOUG53901-C06	Therioaphis trifolii	Therioaphis trifolii	species	Vouchered:Registered Collection	656	0	BIOUG53901-C06	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAA3759
BIOUG53901-D07	Macrosteles laevis	Macrosteles laevis	species	Vouchered:Registered Collection	651	0	BIOUG53901-D07	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAZ3327
BIOUG53901-D09	Eriosoma lanigerum	Eriosoma lanigerum	species	Vouchered:Registered Collection	654	0	BIOUG53901-D09	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:ACF2790
BIOUG53901-E03	Macrosteles laevis	Macrosteles laevis	species	Vouchered:Registered Collection	651	0	BIOUG53901-E03	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAZ3327
BIOUG53901-E04	Acyrthosiphon pisum	Acyrthosiphon pisum	species	Vouchered:Registered Collection	653	0	BIOUG53901-E04	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAB1787
BIOUG53901-E08	Tuberculatus annulatus	Tuberculatus annulatus	species	Vouchered:Registered Collection	640	0	BIOUG53901-E08	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAD8407
BIOUG53901-E09	Macrosteles laevis	Macrosteles laevis	species	Vouchered:Registered Collection	652	0	BIOUG53901-E09	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAZ3327
BIOUG53901-E10	Acizzia acaciaebaileyanae	Acizzia acaciaebaileyanae	species	Vouchered:Registered Collection	640	0	BIOUG53901-E10	Centre for Biodiversity Genomics	Valerie Levesque-Beaudin	Australia	BOLD:ABA5802
BIOUG53901-F08	Propsocus pulchripennis	Propsocus pulchripennis	species	Vouchered:Registered Collection	653	0	BIOUG53901-F08	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6685
BIOUG53901-F10	Propsocus pulchripennis	Propsocus pulchripennis	species	Vouchered:Registered Collection	651	0	BIOUG53901-F10	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6685
BIOUG53901-G01	Propsocus pulchripennis	Propsocus pulchripennis	species	Vouchered:Registered Collection	640	0	BIOUG53901-G01	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6685
BIOUG53901-G05	Propsocus pulchripennis	Propsocus pulchripennis	species	Vouchered:Registered Collection	651	0	BIOUG53901-G05	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6685
BIOUG53901-G06	Propsocus pulchripennis	Propsocus pulchripennis	species	Vouchered:Registered Collection	655	0	BIOUG53901-G06	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6685
BIOUG53901-G07	Propsocus pulchripennis	Propsocus pulchripennis	species	Vouchered:Registered Collection	653	0	BIOUG53901-G07	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6685
BIOUG53901-G08	Propsocus pulchripennis	Propsocus pulchripennis	species	Vouchered:Registered Collection	652	0	BIOUG53901-G08	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6685
BIOUG53901-G10	Propsocus pulchripennis	Propsocus pulchripennis	species	Vouchered:Registered Collection	652	0	BIOUG53901-G10	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6685
BIOUG53902-C12	Thrips tabaci	Thrips tabaci	species	Vouchered:Registered Collection	649	0	BIOUG53902-C12	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAB3870
BIOUG53902-D05	Sericoderus lateralis	Sericoderus lateralis	species	Vouchered:Registered Collection	652	0	BIOUG53902-D05	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:ABX3301
BIOUG53902-D06	Tachyporus nitidulus	Tachyporus nitidulus	species	Vouchered:Registered Collection	653	0	BIOUG53902-D06	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAM9619
BIOUG53902-E09	Propsocus pulchripennis	Propsocus pulchripennis	species	Vouchered:Registered Collection	651	0	BIOUG53902-E09	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6685
BIOUG53903-G08	Proprioseiopsis messor	Proprioseiopsis messor	species	Vouchered:Registered Collection	652	0	BIOUG53903-G08	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:ACX9960
BIOUG53903-G09	Thrips tabaci	Thrips tabaci	species	Vouchered:Registered Collection	648	0	BIOUG53903-G09	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAB3870
BIOUG53770-A03	Lycoriella sativae	Lycoriella (Lycoriella) sativae	species	Vouchered:Registered Collection	655	0	BIOUG53770-A03	Centre for Biodiversity Genomics	Valerie Levesque-Beaudin	Australia	BOLD:ABA1215
BIOUG53770-A06	Lycoriella sativae	Lycoriella (Lycoriella) sativae	species	Vouchered:Registered Collection	652	0	BIOUG53770-A06	Centre for Biodiversity Genomics	Valerie Levesque-Beaudin	Australia	BOLD:ABA1215
BIOUG52714-G04	Pieris rapae	Pieris rapae	species	Vouchered:Registered Collection	653	0	BIOUG52714-G04	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAA2224
BIOUG52719-A03	Crocidosema plebejana	Crocidosema plebejana	species	Vouchered:Registered Collection	652	0	BIOUG52719-A03	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAA7083
BIOUG52719-A11	Crocidosema plebejana	Crocidosema plebejana	species	Vouchered:Registered Collection	652	0	BIOUG52719-A11	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAA7083
BIOUG52719-B07	Pieris rapae	Pieris rapae	species	Vouchered:Registered Collection	641	0	BIOUG52719-B07	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAA2224
BIOUG53770-A11	Lycoriella sativae	Lycoriella (Lycoriella) sativae	species	Vouchered:Registered Collection	651	0	BIOUG53770-A11	Centre for Biodiversity Genomics	Valerie Levesque-Beaudin	Australia	BOLD:ABA1215
BIOUG53905-C03	Dialectica scalariella	Dialectica scalariella	species	Vouchered:Registered Collection	652	0	BIOUG53905-C03	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAL3278
BIOUG53905-D04	Phyllonorycter messaniella	Phyllonorycter messaniella	species	Vouchered:Registered Collection	654	0	BIOUG53905-D04	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAD9588
BIOUG53906-B02	Dialectica scalariella	Dialectica scalariella	species	Vouchered:Registered Collection	652	0	BIOUG53906-B02	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAL3278
BIOUG53906-B03	Dialectica scalariella	Dialectica scalariella	species	Vouchered:Registered Collection	653	0	BIOUG53906-B03	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAL3278
BIOUG53906-E02	Phyllonorycter messaniella	Phyllonorycter messaniella	species	Vouchered:Registered Collection	651	0	BIOUG53906-E02	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAD9588
BIOUG53906-E08	Hysteroneura setariae	Hysteroneura setariae	species	Vouchered:Registered Collection	652	0	BIOUG53906-E08	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAE2497
BIOUG53907-F03	Propsocus pulchripennis	Propsocus pulchripennis	species	Vouchered:Registered Collection	652	0	BIOUG53907-F03	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAY6685
BIOUG53909-A07	Diaeretiella rapae	Diaeretiella rapae	species	Vouchered:Registered Collection	653	0	BIOUG53909-A07	Centre for Biodiversity Genomics	Gergin A. Blagoev	Australia	BOLD:AAG1421
BIOUG53909-B10	Siphoninus phillyreae	Siphoninus phillyreae	species	Vouchered:Registered Collection	654	0	BIOUG53909-B10	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAU1865
BIOUG53911-E06	Copidosoma floridanum	Copidosoma floridanum	species	Vouchered:Registered Collection	646	0	BIOUG53911-E06	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:ACQ4091
BIOUG53912-A01	Diaeretiella rapae	Diaeretiella rapae	species	Vouchered:Registered Collection	658	0	BIOUG53912-A01	Centre for Biodiversity Genomics	Gergin A. Blagoev	Australia	BOLD:AAG1421
BIOUG53912-D08	Pteromalus puparum	Pteromalus puparum	species	Vouchered:Registered Collection	647	0	BIOUG53912-D08	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:ABX1659
BIOUG53912-F09	Hemiptarsenus varicornis	Hemiptarsenus varicornis	species	Vouchered:Registered Collection	650	0	BIOUG53912-F09	Centre for Biodiversity Genomics	Gergin A. Blagoev	Australia	BOLD:AEY8370
BIOUG53912-F12	Copidosoma floridanum	Copidosoma floridanum	species	Vouchered:Registered Collection	655	0	BIOUG53912-F12	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:ACQ4091
BIOUG53770-G03	Lycoriella sativae	Lycoriella (Lycoriella) sativae	species	Vouchered:Registered Collection	652	0	BIOUG53770-G03	Centre for Biodiversity Genomics	Valerie Levesque-Beaudin	Australia	BOLD:ABA1215
BIOUG53913-H11	Diaeretiella rapae	Diaeretiella rapae	species	Vouchered:Registered Collection	653	0	BIOUG53913-H11	Centre for Biodiversity Genomics	Gergin A. Blagoev	Australia	BOLD:AAG1421
BIOUG53914-A07	Trialeurodes vaporariorum	Trialeurodes vaporariorum	species	Vouchered:Registered Collection	654	0	BIOUG53914-A07	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAD4032
BIOUG53918-C01	Diaeretiella rapae	Diaeretiella rapae	species	Vouchered:Registered Collection	658	0	BIOUG53918-C01	Centre for Biodiversity Genomics	Gergin A. Blagoev	Australia	BOLD:AAG1421
BIOUG53918-E07	Hemiptarsenus varicornis	Hemiptarsenus varicornis	species	Vouchered:Registered Collection	649	0	BIOUG53918-E07	Centre for Biodiversity Genomics	Gergin A. Blagoev	Australia	BOLD:AEY8370
BIOUG53918-E09	Copidosoma floridanum	Copidosoma floridanum	species	Vouchered:Registered Collection	480	0	BIOUG53918-E09	Centre for Biodiversity Genomics	Renee Miskie	Australia	BOLD:ACQ4091
BIOUG53918-G08	Diaeretiella rapae	Diaeretiella rapae	species	Vouchered:Registered Collection	654	0	BIOUG53918-G08	Centre for Biodiversity Genomics	Gergin A. Blagoev	Australia	BOLD:AAG1421
BIOUG53919-A07	Diaeretiella rapae	Diaeretiella rapae	species	Vouchered:Registered Collection	653	0	BIOUG53919-A07	Centre for Biodiversity Genomics	Gergin A. Blagoev	Australia	BOLD:AAG1421
BIOUG53920-D05	Copidosoma floridanum	Copidosoma floridanum	species	Vouchered:Registered Collection	647	0	BIOUG53920-D05	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:ACQ4091
BIOUG53920-D12	Diplazon laetatorius	Diplazon laetatorius	species	Vouchered:Registered Collection	654	0	BIOUG53920-D12	Centre for Biodiversity Genomics	Gergin A. Blagoev	Australia	BOLD:AAD4214
BIOUG54029-G10	Aphidius sonchi	Aphidius sonchi	species	Vouchered:Registered Collection	653	0	BIOUG54029-G10	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:AAD6802
BIOUG54030-B03	Copidosoma floridanum	Copidosoma floridanum	species	Vouchered:Registered Collection	645	0	BIOUG54030-B03	Centre for Biodiversity Genomics	Kate Perez	Australia	BOLD:ACQ4091
BIOUG54030-F11	Diaeretiella rapae	Diaeretiella rapae	species	Vouchered:Registered Collection	653	0	BIOUG54030-F11	Centre for Biodiversity Genomics	Gergin A. Blagoev	Australia	BOLD:AAG1421
